tm,MVm,PVm
1.050000000000000000e+02,1.000000000000000000e+00,1.129999999999999061e-01
1.060000000000000000e+02,1.000000000000000000e+00,1.129999999999999061e-01
1.070000000000000000e+02,1.000000000000000000e+00,1.129999999999999061e-01
1.080000000000000000e+02,1.000000000000000000e+00,1.129999999999999061e-01
1.090000000000000000e+02,1.000000000000000000e+00,1.152499999999999913e-01
1.100000000000000000e+02,1.000000000000000000e+00,1.144999999999999629e-01
1.110000000000000000e+02,1.000000000000000000e+00,1.202499999999998848e-01
1.120000000000000000e+02,1.000000000000000000e+00,1.209999999999999132e-01
1.130000000000000000e+02,1.000000000000000000e+00,1.209999999999999132e-01
1.140000000000000000e+02,1.000000000000000000e+00,1.209999999999999132e-01
1.150000000000000000e+02,1.000000000000000000e+00,1.209999999999999132e-01
1.160000000000000000e+02,1.000000000000000000e+00,1.209999999999999132e-01
1.170000000000000000e+02,1.000000000000000000e+00,1.250000000000000000e-01
1.180000000000000000e+02,1.000000000000000000e+00,1.282499999999998919e-01
1.190000000000000000e+02,1.000000000000000000e+00,1.289999999999999203e-01
1.200000000000000000e+02,1.000000000000000000e+00,1.289999999999999203e-01
1.210000000000000000e+02,1.000000000000000000e+00,1.289999999999999203e-01
1.220000000000000000e+02,1.000000000000000000e+00,1.289999999999999203e-01
1.230000000000000000e+02,1.000000000000000000e+00,1.314999999999999503e-01
1.240000000000000000e+02,1.000000000000000000e+00,1.314999999999999503e-01
1.250000000000000000e+02,1.000000000000000000e+00,1.337499999999998690e-01
1.260000000000000000e+02,1.000000000000000000e+00,1.362499999999998990e-01
1.270000000000000000e+02,1.000000000000000000e+00,1.369999999999999274e-01
1.280000000000000000e+02,1.000000000000000000e+00,1.369999999999999274e-01
1.290000000000000000e+02,1.000000000000000000e+00,1.369999999999999274e-01
1.300000000000000000e+02,1.000000000000000000e+00,1.369999999999999274e-01
1.310000000000000000e+02,1.000000000000000000e+00,1.379999999999999005e-01
1.320000000000000000e+02,1.000000000000000000e+00,1.369999999999999274e-01
1.330000000000000000e+02,1.000000000000000000e+00,1.419999999999999873e-01
1.340000000000000000e+02,1.000000000000000000e+00,1.442499999999999061e-01
1.350000000000000000e+02,1.000000000000000000e+00,1.452499999999998792e-01
1.360000000000000000e+02,1.000000000000000000e+00,1.452499999999998792e-01
1.370000000000000000e+02,1.000000000000000000e+00,1.452499999999998792e-01
1.380000000000000000e+02,1.000000000000000000e+00,1.452499999999998792e-01
1.390000000000000000e+02,1.000000000000000000e+00,1.467499999999999361e-01
1.400000000000000000e+02,1.000000000000000000e+00,1.452499999999998792e-01
1.410000000000000000e+02,1.000000000000000000e+00,1.474999999999999645e-01
1.420000000000000000e+02,1.000000000000000000e+00,1.467499999999999361e-01
1.430000000000000000e+02,1.000000000000000000e+00,1.474999999999999645e-01
1.440000000000000000e+02,1.000000000000000000e+00,1.514999999999998848e-01
1.450000000000000000e+02,1.000000000000000000e+00,1.532499999999998863e-01
1.460000000000000000e+02,1.000000000000000000e+00,1.532499999999998863e-01
1.470000000000000000e+02,1.000000000000000000e+00,1.532499999999998863e-01
1.480000000000000000e+02,1.000000000000000000e+00,1.532499999999998863e-01
1.490000000000000000e+02,1.000000000000000000e+00,1.532499999999998863e-01
1.500000000000000000e+02,1.000000000000000000e+00,1.539999999999999147e-01
1.510000000000000000e+02,1.000000000000000000e+00,1.587499999999998634e-01
1.520000000000000000e+02,1.000000000000000000e+00,1.587499999999998634e-01
1.530000000000000000e+02,1.000000000000000000e+00,1.612499999999998934e-01
1.540000000000000000e+02,1.000000000000000000e+00,1.612499999999998934e-01
1.550000000000000000e+02,1.000000000000000000e+00,1.612499999999998934e-01
1.560000000000000000e+02,1.000000000000000000e+00,1.612499999999998934e-01
1.570000000000000000e+02,1.000000000000000000e+00,1.619999999999999218e-01
1.580000000000000000e+02,1.000000000000000000e+00,1.619999999999999218e-01
1.590000000000000000e+02,1.000000000000000000e+00,1.627499999999999503e-01
1.600000000000000000e+02,1.000000000000000000e+00,1.627499999999999503e-01
1.610000000000000000e+02,1.000000000000000000e+00,1.652499999999999802e-01
1.620000000000000000e+02,1.000000000000000000e+00,1.677500000000000102e-01
1.630000000000000000e+02,1.000000000000000000e+00,1.684999999999998721e-01
1.640000000000000000e+02,1.000000000000000000e+00,1.684999999999998721e-01
1.650000000000000000e+02,1.000000000000000000e+00,1.692499999999999005e-01
1.660000000000000000e+02,1.000000000000000000e+00,1.692499999999999005e-01
1.670000000000000000e+02,1.000000000000000000e+00,1.692499999999999005e-01
1.680000000000000000e+02,1.000000000000000000e+00,1.692499999999999005e-01
1.690000000000000000e+02,1.000000000000000000e+00,1.692499999999999005e-01
1.700000000000000000e+02,1.000000000000000000e+00,1.692499999999999005e-01
1.710000000000000000e+02,1.000000000000000000e+00,1.692499999999999005e-01
1.720000000000000000e+02,1.000000000000000000e+00,1.699999999999999289e-01
1.730000000000000000e+02,1.000000000000000000e+00,1.724999999999999589e-01
1.740000000000000000e+02,1.000000000000000000e+00,1.757499999999998508e-01
1.750000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.760000000000000000e+02,1.000000000000000000e+00,1.764999999999998792e-01
1.770000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.780000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.790000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.800000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.810000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.820000000000000000e+02,1.000000000000000000e+00,1.782499999999998808e-01
1.830000000000000000e+02,1.000000000000000000e+00,1.814999999999999392e-01
1.840000000000000000e+02,1.000000000000000000e+00,1.782499999999998808e-01
1.850000000000000000e+02,1.000000000000000000e+00,1.804999999999999660e-01
1.860000000000000000e+02,1.000000000000000000e+00,1.837499999999998579e-01
1.870000000000000000e+02,1.000000000000000000e+00,1.854999999999998594e-01
1.880000000000000000e+02,1.000000000000000000e+00,1.854999999999998594e-01
1.890000000000000000e+02,1.000000000000000000e+00,1.854999999999998594e-01
1.900000000000000000e+02,1.000000000000000000e+00,1.862499999999998879e-01
1.910000000000000000e+02,1.000000000000000000e+00,1.894999999999999463e-01
1.920000000000000000e+02,1.000000000000000000e+00,1.927500000000000324e-01
1.930000000000000000e+02,1.000000000000000000e+00,1.934999999999998666e-01
1.940000000000000000e+02,1.000000000000000000e+00,1.942499999999998950e-01
1.950000000000000000e+02,1.000000000000000000e+00,1.974999999999999534e-01
1.960000000000000000e+02,1.000000000000000000e+00,1.990000000000000102e-01
1.970000000000000000e+02,1.000000000000000000e+00,1.967499999999999249e-01
1.980000000000000000e+02,1.000000000000000000e+00,1.959999999999998965e-01
1.990000000000000000e+02,1.000000000000000000e+00,1.949999999999999234e-01
2.000000000000000000e+02,1.000000000000000000e+00,2.007499999999998452e-01
2.010000000000000000e+02,1.000000000000000000e+00,2.007499999999998452e-01
2.020000000000000000e+02,1.000000000000000000e+00,2.007499999999998452e-01
2.030000000000000000e+02,1.000000000000000000e+00,2.007499999999998452e-01
2.040000000000000000e+02,1.000000000000000000e+00,1.949999999999999234e-01
2.050000000000000000e+02,1.000000000000000000e+00,1.949999999999999234e-01
2.060000000000000000e+02,1.000000000000000000e+00,1.942499999999998950e-01
2.070000000000000000e+02,1.000000000000000000e+00,1.934999999999998666e-01
2.080000000000000000e+02,1.000000000000000000e+00,1.934999999999998666e-01
2.090000000000000000e+02,1.000000000000000000e+00,1.942499999999998950e-01
2.100000000000000000e+02,1.000000000000000000e+00,1.967499999999999249e-01
2.110000000000000000e+02,1.000000000000000000e+00,1.974999999999999534e-01
2.120000000000000000e+02,1.000000000000000000e+00,1.934999999999998666e-01
2.130000000000000000e+02,1.000000000000000000e+00,1.949999999999999234e-01
2.140000000000000000e+02,1.000000000000000000e+00,1.934999999999998666e-01
2.150000000000000000e+02,1.000000000000000000e+00,1.942499999999998950e-01
2.160000000000000000e+02,1.000000000000000000e+00,1.934999999999998666e-01
2.170000000000000000e+02,1.000000000000000000e+00,1.949999999999999234e-01
2.180000000000000000e+02,1.000000000000000000e+00,1.934999999999998666e-01
2.190000000000000000e+02,1.000000000000000000e+00,1.959999999999998965e-01
2.200000000000000000e+02,1.000000000000000000e+00,1.982499999999999818e-01
2.210000000000000000e+02,1.000000000000000000e+00,2.014999999999998737e-01
2.220000000000000000e+02,1.000000000000000000e+00,2.014999999999998737e-01
2.230000000000000000e+02,1.000000000000000000e+00,2.014999999999998737e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.014999999999998737e-01
2.250000000000000000e+02,1.000000000000000000e+00,2.039999999999999036e-01
2.260000000000000000e+02,1.000000000000000000e+00,2.047499999999999321e-01
2.270000000000000000e+02,1.000000000000000000e+00,2.072499999999999898e-01
2.280000000000000000e+02,1.000000000000000000e+00,2.022499999999999021e-01
2.290000000000000000e+02,1.000000000000000000e+00,2.062499999999999889e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.087499999999998523e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.072499999999999898e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.087499999999998523e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.094999999999998808e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.094999999999998808e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.094999999999998808e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.094999999999998808e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.094999999999998808e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.112499999999998823e-01
2.390000000000000000e+02,1.000000000000000000e+00,2.104999999999998539e-01
2.400000000000000000e+02,1.000000000000000000e+00,2.160000000000000253e-01
2.410000000000000000e+02,1.000000000000000000e+00,2.094999999999998808e-01
2.420000000000000000e+02,1.000000000000000000e+00,2.144999999999999685e-01
2.430000000000000000e+02,1.000000000000000000e+00,2.119999999999999107e-01
2.440000000000000000e+02,1.000000000000000000e+00,2.134999999999999676e-01
2.450000000000000000e+02,1.000000000000000000e+00,2.167499999999998594e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.134999999999999676e-01
2.470000000000000000e+02,1.000000000000000000e+00,2.167499999999998594e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.167499999999998594e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.177500000000000269e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.177500000000000269e-01
2.510000000000000000e+02,1.000000000000000000e+00,2.177500000000000269e-01
2.520000000000000000e+02,1.000000000000000000e+00,2.177500000000000269e-01
2.530000000000000000e+02,1.000000000000000000e+00,2.177500000000000269e-01
2.540000000000000000e+02,1.000000000000000000e+00,2.184999999999998610e-01
2.550000000000000000e+02,1.000000000000000000e+00,2.184999999999998610e-01
2.560000000000000000e+02,1.000000000000000000e+00,2.199999999999999178e-01
2.570000000000000000e+02,1.000000000000000000e+00,2.207499999999999463e-01
2.580000000000000000e+02,1.000000000000000000e+00,2.217499999999999472e-01
2.590000000000000000e+02,1.000000000000000000e+00,2.240000000000000324e-01
2.600000000000000000e+02,1.000000000000000000e+00,2.207499999999999463e-01
2.610000000000000000e+02,1.000000000000000000e+00,2.224999999999999756e-01
2.620000000000000000e+02,1.000000000000000000e+00,2.207499999999999463e-01
2.630000000000000000e+02,1.000000000000000000e+00,2.207499999999999463e-01
2.640000000000000000e+02,1.000000000000000000e+00,2.199999999999999178e-01
2.650000000000000000e+02,1.000000000000000000e+00,2.240000000000000324e-01
2.660000000000000000e+02,1.000000000000000000e+00,2.232500000000000040e-01
2.670000000000000000e+02,1.000000000000000000e+00,2.240000000000000324e-01
2.680000000000000000e+02,1.000000000000000000e+00,2.250000000000000056e-01
2.690000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.700000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.710000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.720000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.730000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.740000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.750000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.760000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.770000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.780000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.790000000000000000e+02,1.000000000000000000e+00,2.257499999999998397e-01
2.800000000000000000e+02,1.000000000000000000e+00,2.264999999999998681e-01
2.810000000000000000e+02,1.000000000000000000e+00,2.297499999999999543e-01
2.820000000000000000e+02,1.000000000000000000e+00,2.322499999999999842e-01
2.830000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
2.840000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.850000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.860000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.870000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.880000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.890000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.900000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.910000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.920000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.930000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.940000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.950000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.960000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.970000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.980000000000000000e+02,1.000000000000000000e+00,2.337499999999998468e-01
2.990000000000000000e+02,1.000000000000000000e+00,2.352499999999999036e-01
3.000000000000000000e+02,1.000000000000000000e+00,2.369999999999999329e-01
3.010000000000000000e+02,1.000000000000000000e+00,2.384999999999999898e-01
3.020000000000000000e+02,1.000000000000000000e+00,2.410000000000000198e-01
3.030000000000000000e+02,1.000000000000000000e+00,2.410000000000000198e-01
3.040000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.050000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.060000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.070000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.080000000000000000e+02,1.000000000000000000e+00,2.410000000000000198e-01
3.090000000000000000e+02,1.000000000000000000e+00,2.377499999999999614e-01
3.100000000000000000e+02,1.000000000000000000e+00,2.402499999999999913e-01
3.110000000000000000e+02,1.000000000000000000e+00,2.410000000000000198e-01
3.120000000000000000e+02,1.000000000000000000e+00,2.402499999999999913e-01
3.130000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.140000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.150000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.160000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.170000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.180000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.190000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.200000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.210000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.220000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.230000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.240000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.250000000000000000e+02,1.000000000000000000e+00,2.410000000000000198e-01
3.260000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.270000000000000000e+02,1.000000000000000000e+00,2.410000000000000198e-01
3.280000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.290000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.300000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.310000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.320000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.330000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.340000000000000000e+02,1.000000000000000000e+00,2.434999999999998832e-01
3.350000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.360000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.370000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.380000000000000000e+02,1.000000000000000000e+00,2.417499999999998539e-01
3.390000000000000000e+02,1.000000000000000000e+00,2.424999999999998823e-01
3.400000000000000000e+02,1.000000000000000000e+00,2.442499999999999116e-01
3.410000000000000000e+02,1.000000000000000000e+00,2.442499999999999116e-01
3.420000000000000000e+02,1.000000000000000000e+00,2.482499999999999984e-01
3.430000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.440000000000000000e+02,1.000000000000000000e+00,2.482499999999999984e-01
3.450000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.460000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.470000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.480000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.490000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.500000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.510000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.520000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.530000000000000000e+02,1.000000000000000000e+00,2.507499999999998619e-01
3.540000000000000000e+02,1.000000000000000000e+00,2.522499999999999187e-01
3.550000000000000000e+02,1.000000000000000000e+00,2.529999999999999472e-01
3.560000000000000000e+02,1.000000000000000000e+00,2.514999999999998903e-01
3.570000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.580000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.590000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.600000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.610000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.620000000000000000e+02,1.000000000000000000e+00,2.507499999999998619e-01
3.630000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.640000000000000000e+02,1.000000000000000000e+00,2.522499999999999187e-01
3.650000000000000000e+02,1.000000000000000000e+00,2.514999999999998903e-01
3.660000000000000000e+02,1.000000000000000000e+00,2.507499999999998619e-01
3.670000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e-01
3.680000000000000000e+02,1.000000000000000000e+00,2.514999999999998903e-01
3.690000000000000000e+02,1.000000000000000000e+00,2.514999999999998903e-01
3.700000000000000000e+02,1.000000000000000000e+00,2.539999999999998925e-01
3.710000000000000000e+02,1.000000000000000000e+00,2.514999999999998903e-01
3.720000000000000000e+02,1.000000000000000000e+00,2.514999999999998903e-01
3.730000000000000000e+02,1.000000000000000000e+00,2.562499999999999778e-01
3.740000000000000000e+02,1.000000000000000000e+00,2.554999999999999494e-01
3.750000000000000000e+02,1.000000000000000000e+00,2.572499999999999787e-01
3.760000000000000000e+02,1.000000000000000000e+00,2.572499999999999787e-01
3.770000000000000000e+02,1.000000000000000000e+00,2.554999999999999494e-01
3.780000000000000000e+02,1.000000000000000000e+00,2.547499999999999210e-01
3.790000000000000000e+02,1.000000000000000000e+00,2.572499999999999787e-01
3.800000000000000000e+02,1.000000000000000000e+00,2.580000000000000071e-01
3.810000000000000000e+02,1.000000000000000000e+00,2.580000000000000071e-01
3.820000000000000000e+02,1.000000000000000000e+00,2.580000000000000071e-01
3.830000000000000000e+02,1.000000000000000000e+00,2.580000000000000071e-01
3.840000000000000000e+02,1.000000000000000000e+00,2.580000000000000071e-01
3.850000000000000000e+02,1.000000000000000000e+00,2.580000000000000071e-01
3.860000000000000000e+02,1.000000000000000000e+00,2.580000000000000071e-01
3.870000000000000000e+02,1.000000000000000000e+00,2.580000000000000071e-01
