tm,DVm,PVm
1.370000000000000000e+02,1.000000000000000000e+00,1.199999999999999262e-01
1.380000000000000000e+02,1.000000000000000000e+00,1.199999999999999262e-01
1.390000000000000000e+02,1.000000000000000000e+00,1.207499999999999546e-01
1.400000000000000000e+02,1.000000000000000000e+00,1.207499999999999546e-01
1.410000000000000000e+02,1.000000000000000000e+00,1.214999999999999830e-01
1.420000000000000000e+02,1.000000000000000000e+00,1.224999999999999700e-01
1.430000000000000000e+02,1.000000000000000000e+00,1.214999999999999830e-01
1.440000000000000000e+02,1.000000000000000000e+00,1.272499999999999187e-01
1.450000000000000000e+02,1.000000000000000000e+00,1.272499999999999187e-01
1.460000000000000000e+02,1.000000000000000000e+00,1.287499999999999756e-01
1.470000000000000000e+02,1.000000000000000000e+00,1.287499999999999756e-01
1.480000000000000000e+02,1.000000000000000000e+00,1.297499999999999487e-01
1.490000000000000000e+02,1.000000000000000000e+00,1.304999999999999771e-01
1.500000000000000000e+02,1.000000000000000000e+00,1.320000000000000340e-01
1.510000000000000000e+02,1.000000000000000000e+00,1.369999999999999274e-01
1.520000000000000000e+02,1.000000000000000000e+00,1.369999999999999274e-01
1.530000000000000000e+02,1.000000000000000000e+00,1.369999999999999274e-01
1.540000000000000000e+02,1.000000000000000000e+00,1.377499999999999558e-01
1.550000000000000000e+02,1.000000000000000000e+00,1.410000000000000142e-01
1.560000000000000000e+02,1.000000000000000000e+00,1.400000000000000411e-01
1.570000000000000000e+02,1.000000000000000000e+00,1.424999999999999045e-01
1.580000000000000000e+02,1.000000000000000000e+00,1.449999999999999345e-01
1.590000000000000000e+02,1.000000000000000000e+00,1.424999999999999045e-01
1.600000000000000000e+02,1.000000000000000000e+00,1.442499999999999061e-01
1.610000000000000000e+02,1.000000000000000000e+00,1.449999999999999345e-01
1.620000000000000000e+02,1.000000000000000000e+00,1.449999999999999345e-01
1.630000000000000000e+02,1.000000000000000000e+00,1.457499999999999629e-01
1.640000000000000000e+02,1.000000000000000000e+00,1.449999999999999345e-01
1.650000000000000000e+02,1.000000000000000000e+00,1.449999999999999345e-01
1.660000000000000000e+02,1.000000000000000000e+00,1.449999999999999345e-01
1.670000000000000000e+02,1.000000000000000000e+00,1.449999999999999345e-01
1.680000000000000000e+02,1.000000000000000000e+00,1.457499999999999629e-01
1.690000000000000000e+02,1.000000000000000000e+00,1.449999999999999345e-01
1.700000000000000000e+02,1.000000000000000000e+00,1.457499999999999629e-01
1.710000000000000000e+02,1.000000000000000000e+00,1.457499999999999629e-01
1.720000000000000000e+02,1.000000000000000000e+00,1.497500000000000497e-01
1.730000000000000000e+02,1.000000000000000000e+00,1.490000000000000213e-01
1.740000000000000000e+02,1.000000000000000000e+00,1.497500000000000497e-01
1.750000000000000000e+02,1.000000000000000000e+00,1.515000000000000513e-01
1.760000000000000000e+02,1.000000000000000000e+00,1.529999999999999416e-01
1.770000000000000000e+02,1.000000000000000000e+00,1.529999999999999416e-01
1.780000000000000000e+02,1.000000000000000000e+00,1.529999999999999416e-01
1.790000000000000000e+02,1.000000000000000000e+00,1.529999999999999416e-01
1.800000000000000000e+02,1.000000000000000000e+00,1.529999999999999416e-01
1.810000000000000000e+02,1.000000000000000000e+00,1.529999999999999416e-01
1.820000000000000000e+02,1.000000000000000000e+00,1.529999999999999416e-01
1.830000000000000000e+02,1.000000000000000000e+00,1.544999999999999984e-01
1.840000000000000000e+02,1.000000000000000000e+00,1.570000000000000284e-01
1.850000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.860000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.870000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.880000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.890000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.900000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.910000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.920000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.930000000000000000e+02,1.000000000000000000e+00,1.609999999999999487e-01
1.940000000000000000e+02,1.000000000000000000e+00,1.617499999999999771e-01
1.950000000000000000e+02,1.000000000000000000e+00,1.660000000000000087e-01
1.960000000000000000e+02,1.000000000000000000e+00,1.682499999999999274e-01
1.970000000000000000e+02,1.000000000000000000e+00,1.667500000000000371e-01
1.980000000000000000e+02,1.000000000000000000e+00,1.682499999999999274e-01
1.990000000000000000e+02,1.000000000000000000e+00,1.682499999999999274e-01
2.000000000000000000e+02,1.000000000000000000e+00,1.689999999999999558e-01
2.010000000000000000e+02,1.000000000000000000e+00,1.689999999999999558e-01
2.020000000000000000e+02,1.000000000000000000e+00,1.689999999999999558e-01
2.030000000000000000e+02,1.000000000000000000e+00,1.699999999999999289e-01
2.040000000000000000e+02,1.000000000000000000e+00,1.732499999999999873e-01
2.050000000000000000e+02,1.000000000000000000e+00,1.699999999999999289e-01
2.060000000000000000e+02,1.000000000000000000e+00,1.689999999999999558e-01
2.070000000000000000e+02,1.000000000000000000e+00,1.747500000000000442e-01
2.080000000000000000e+02,1.000000000000000000e+00,1.754999999999999061e-01
2.090000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
2.100000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
2.110000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
2.120000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
2.130000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
2.140000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
2.150000000000000000e+02,1.000000000000000000e+00,1.779999999999999361e-01
2.160000000000000000e+02,1.000000000000000000e+00,1.820000000000000229e-01
2.170000000000000000e+02,1.000000000000000000e+00,1.834999999999999132e-01
2.180000000000000000e+02,1.000000000000000000e+00,1.827500000000000513e-01
2.190000000000000000e+02,1.000000000000000000e+00,1.827500000000000513e-01
2.200000000000000000e+02,1.000000000000000000e+00,1.852499999999999147e-01
2.210000000000000000e+02,1.000000000000000000e+00,1.852499999999999147e-01
2.220000000000000000e+02,1.000000000000000000e+00,1.852499999999999147e-01
2.230000000000000000e+02,1.000000000000000000e+00,1.852499999999999147e-01
2.240000000000000000e+02,1.000000000000000000e+00,1.852499999999999147e-01
2.250000000000000000e+02,1.000000000000000000e+00,1.852499999999999147e-01
2.260000000000000000e+02,1.000000000000000000e+00,1.852499999999999147e-01
2.270000000000000000e+02,1.000000000000000000e+00,1.877499999999999447e-01
2.280000000000000000e+02,1.000000000000000000e+00,1.884999999999999731e-01
2.290000000000000000e+02,1.000000000000000000e+00,1.907500000000000584e-01
2.300000000000000000e+02,1.000000000000000000e+00,1.892500000000000016e-01
2.310000000000000000e+02,1.000000000000000000e+00,1.907500000000000584e-01
2.320000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
2.330000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
2.340000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
2.350000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
2.360000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
2.370000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
2.380000000000000000e+02,1.000000000000000000e+00,1.939999999999999503e-01
2.390000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
2.400000000000000000e+02,1.000000000000000000e+00,1.949999999999999234e-01
2.410000000000000000e+02,1.000000000000000000e+00,1.949999999999999234e-01
2.420000000000000000e+02,1.000000000000000000e+00,1.964999999999999802e-01
2.430000000000000000e+02,1.000000000000000000e+00,1.939999999999999503e-01
2.440000000000000000e+02,1.000000000000000000e+00,1.939999999999999503e-01
2.450000000000000000e+02,1.000000000000000000e+00,1.997500000000000386e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.012499999999999289e-01
2.470000000000000000e+02,1.000000000000000000e+00,1.997500000000000386e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.004999999999999005e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.012499999999999289e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.012499999999999289e-01
2.510000000000000000e+02,1.000000000000000000e+00,2.012499999999999289e-01
2.520000000000000000e+02,1.000000000000000000e+00,2.012499999999999289e-01
2.530000000000000000e+02,1.000000000000000000e+00,2.012499999999999289e-01
2.540000000000000000e+02,1.000000000000000000e+00,2.022499999999999021e-01
2.550000000000000000e+02,1.000000000000000000e+00,2.037499999999999589e-01
2.560000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.570000000000000000e+02,1.000000000000000000e+00,2.070000000000000173e-01
2.580000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.590000000000000000e+02,1.000000000000000000e+00,2.077500000000000457e-01
2.600000000000000000e+02,1.000000000000000000e+00,2.044999999999999873e-01
2.610000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.620000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.630000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.640000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.650000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.660000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.670000000000000000e+02,1.000000000000000000e+00,2.084999999999999076e-01
2.680000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.690000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.700000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.710000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.720000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.730000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.740000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
2.750000000000000000e+02,1.000000000000000000e+00,2.117499999999999660e-01
2.760000000000000000e+02,1.000000000000000000e+00,2.167500000000000537e-01
2.770000000000000000e+02,1.000000000000000000e+00,2.174999999999998879e-01
2.780000000000000000e+02,1.000000000000000000e+00,2.174999999999998879e-01
2.790000000000000000e+02,1.000000000000000000e+00,2.174999999999998879e-01
2.800000000000000000e+02,1.000000000000000000e+00,2.174999999999998879e-01
2.810000000000000000e+02,1.000000000000000000e+00,2.174999999999998879e-01
2.820000000000000000e+02,1.000000000000000000e+00,2.207499999999999463e-01
2.830000000000000000e+02,1.000000000000000000e+00,2.230000000000000315e-01
2.840000000000000000e+02,1.000000000000000000e+00,2.254999999999998950e-01
2.850000000000000000e+02,1.000000000000000000e+00,2.254999999999998950e-01
2.860000000000000000e+02,1.000000000000000000e+00,2.247500000000000608e-01
2.870000000000000000e+02,1.000000000000000000e+00,2.254999999999998950e-01
2.880000000000000000e+02,1.000000000000000000e+00,2.254999999999998950e-01
2.890000000000000000e+02,1.000000000000000000e+00,2.254999999999998950e-01
2.900000000000000000e+02,1.000000000000000000e+00,2.254999999999998950e-01
2.910000000000000000e+02,1.000000000000000000e+00,2.269999999999999518e-01
2.920000000000000000e+02,1.000000000000000000e+00,2.254999999999998950e-01
2.930000000000000000e+02,1.000000000000000000e+00,2.262499999999999234e-01
2.940000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
2.950000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
2.960000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
2.970000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
2.980000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
2.990000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.000000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.010000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.020000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.030000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.040000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.050000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.060000000000000000e+02,1.000000000000000000e+00,2.352499999999999036e-01
3.070000000000000000e+02,1.000000000000000000e+00,2.367499999999999605e-01
3.080000000000000000e+02,1.000000000000000000e+00,2.352499999999999036e-01
3.090000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.100000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.110000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.120000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.130000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.140000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.150000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.160000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
3.170000000000000000e+02,1.000000000000000000e+00,2.342499999999999305e-01
3.180000000000000000e+02,1.000000000000000000e+00,2.374999999999999889e-01
3.190000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
3.200000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
3.210000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
3.220000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
3.230000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.240000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.250000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.260000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.270000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.280000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.290000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.300000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.310000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.320000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.330000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.340000000000000000e+02,1.000000000000000000e+00,2.424999999999998823e-01
3.350000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.360000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.370000000000000000e+02,1.000000000000000000e+00,2.424999999999998823e-01
3.380000000000000000e+02,1.000000000000000000e+00,2.424999999999998823e-01
3.390000000000000000e+02,1.000000000000000000e+00,2.439999999999999392e-01
3.400000000000000000e+02,1.000000000000000000e+00,2.439999999999999392e-01
3.410000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.420000000000000000e+02,1.000000000000000000e+00,2.457499999999999685e-01
3.430000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.440000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.450000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.460000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.470000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.480000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.490000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.500000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.510000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.520000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.530000000000000000e+02,1.000000000000000000e+00,2.504999999999998894e-01
3.540000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.550000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.560000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.570000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.580000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.590000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.600000000000000000e+02,1.000000000000000000e+00,2.480000000000000537e-01
3.610000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.620000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.630000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.640000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.650000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.660000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.670000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.680000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.690000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.700000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.710000000000000000e+02,1.000000000000000000e+00,2.480000000000000537e-01
3.720000000000000000e+02,1.000000000000000000e+00,2.480000000000000537e-01
3.730000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.740000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.750000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
3.760000000000000000e+02,1.000000000000000000e+00,2.424999999999998823e-01
3.770000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.780000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.790000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
3.800000000000000000e+02,1.000000000000000000e+00,2.439999999999999392e-01
3.810000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.820000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.830000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.840000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.850000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
3.860000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
