t,MAN,MV,MVp,MVi,MVd,MVFF,SP,PV,DV
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402325617736e+01,3.625865539521401049e-10,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,1.193643058572928918e-21,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,3.929499689796555517e-33,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,1.293600101069729950e-44,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
4.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,4.258560513015980669e-56,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,1.401927661262711078e-67,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
6.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,4.615177268014459798e-79,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,1.519326695930423713e-90,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
8.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,5.001657520210393473e-102,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
9.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.101409740228935874e+02,-6.014097402289358740e+01,1.646556860778203415e-113,0.000000000000000000e+00,4.929999999999999716e+01,2.187000000000000099e+01,5.000000000000000000e+01
1.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.100205136065360847e+02,-6.002051360653568679e+01,-3.965583893023451763e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.189999999999999858e+01,5.000000000000000000e+01
1.100000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.100205136065360847e+02,-6.002051360653608469e+01,-1.305479101610827064e-24,0.000000000000000000e+00,4.929999999999999716e+01,2.189999999999999858e+01,5.000000000000000000e+01
1.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.088560629150800310e+02,-5.885606291507619403e+01,-3.833397763256347743e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.219000000000000128e+01,5.000000000000000000e+01
1.300000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.088560629150800310e+02,-5.885606291508003096e+01,-1.261963131557246086e-23,0.000000000000000000e+00,4.929999999999999716e+01,2.219000000000000128e+01,5.000000000000000000e+01
1.400000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.088560629150800310e+02,-5.885606291508003096e+01,-4.154410900623447499e-35,0.000000000000000000e+00,4.929999999999999716e+01,2.219000000000000128e+01,5.000000000000000000e+01
1.500000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.087356024987225140e+02,-5.873560249872211614e+01,-3.965583893023451763e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.221999999999999886e+01,5.000000000000000000e+01
1.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.087356024987225140e+02,-5.873560249872251404e+01,-1.305479101610827064e-24,0.000000000000000000e+00,4.929999999999999716e+01,2.221999999999999886e+01,5.000000000000000000e+01
1.700000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.076916122236239914e+02,-5.769161222362055241e+01,-3.436839373953955564e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.248000000000000043e+01,5.000000000000000000e+01
1.800000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.075711518072664745e+02,-5.757115180726607662e+01,-3.965583893137062880e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.251000000000000156e+01,5.000000000000000000e+01
1.900000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.075711518072664745e+02,-5.757115180726647452e+01,-1.305479101648227988e-24,0.000000000000000000e+00,4.929999999999999716e+01,2.251000000000000156e+01,5.000000000000000000e+01
2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.068082358370021723e+02,-5.680823583699966406e+01,-2.511536465581691661e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.269999999999999929e+01,5.000000000000000000e+01
2.100000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.062862406994529181e+02,-5.628624069945119857e+01,-1.718419686985222325e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.282999999999999829e+01,5.000000000000000000e+01
2.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.062862406994529181e+02,-5.628624069945291808e+01,-5.657076107007881279e-24,0.000000000000000000e+00,4.929999999999999716e+01,2.282999999999999829e+01,5.000000000000000000e+01
2.300000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.061657802830954012e+02,-5.616578028309500326e+01,-3.965583893023921293e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.285999999999999943e+01,5.000000000000000000e+01
2.400000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.057642455619036497e+02,-5.576424556190232806e+01,-1.321861297675914624e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.296000000000000085e+01,5.000000000000000000e+01
2.500000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.050013295916393616e+02,-5.500132959163685342e+01,-2.511536465586043245e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.314999999999999858e+01,5.000000000000000000e+01
2.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.050013295916393616e+02,-5.500132959163936164e+01,-8.268034310216797089e-24,0.000000000000000000e+00,4.929999999999999716e+01,2.314999999999999858e+01,5.000000000000000000e+01
2.700000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.047202552868051413e+02,-5.472025528680421758e+01,-9.253029083722170502e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.321999999999999886e+01,5.000000000000000000e+01
2.800000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.041982601492558729e+02,-5.419826014925415336e+01,-1.718419686980047599e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.335000000000000142e+01,5.000000000000000000e+01
2.900000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.036762650117066187e+02,-5.367626501170489917e+01,-1.718419686982611334e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.348000000000000043e+01,5.000000000000000000e+01
3.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.035558045953490875e+02,-5.355580459534868965e+01,-3.965583893080492086e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.351000000000000156e+01,5.000000000000000000e+01
3.100000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.030338094577998334e+02,-5.303380945779811384e+01,-1.718419686978259750e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.364000000000000057e+01,5.000000000000000000e+01
3.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.023913539038930622e+02,-5.239135390389094482e+01,-2.114978076285003312e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.380000000000000071e+01,5.000000000000000000e+01
3.300000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.023913539038930622e+02,-5.239135390389306224e+01,-6.962555208610266641e-24,0.000000000000000000e+00,4.929999999999999716e+01,2.380000000000000071e+01,5.000000000000000000e+01
3.400000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.015079775172712431e+02,-5.150797751726833695e+01,-2.908094854884083841e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.401999999999999957e+01,5.000000000000000000e+01
3.500000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.011064427960794916e+02,-5.110644279607816998e+01,-1.321861297684182795e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.412000000000000099e+01,5.000000000000000000e+01
3.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.008253684912452854e+02,-5.082536849124436173e+01,-9.253029083765686341e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.419000000000000128e+01,5.000000000000000000e+01
3.700000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.982153168826593514e+01,-4.982153168826263112e+01,-3.304653244189522211e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.444000000000000128e+01,5.000000000000000000e+01
3.800000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.982153168826593514e+01,-4.982153168826593514e+01,-1.087899251343446299e-23,0.000000000000000000e+00,4.929999999999999716e+01,2.444000000000000128e+01,5.000000000000000000e+01
3.900000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.966091779978924592e+01,-4.966091779978872012e+01,-5.287445190698248704e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.448000000000000043e+01,5.000000000000000000e+01
4.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.849646710833320640e+01,-4.849646710832936947e+01,-3.833397763258041687e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.476999999999999957e+01,5.000000000000000000e+01
4.100000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.849646710833320640e+01,-4.849646710833320640e+01,-1.261963131557803858e-23,0.000000000000000000e+00,4.929999999999999716e+01,2.476999999999999957e+01,5.000000000000000000e+01
4.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.813508585926064143e+01,-4.813508585925945482e+01,-1.189675167907129485e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.485999999999999943e+01,5.000000000000000000e+01
4.300000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.721155600051964996e+01,-4.721155600051660883e+01,-3.040280984655479971e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.508999999999999986e+01,5.000000000000000000e+01
4.400000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.709109558416211883e+01,-4.709109558416172092e+01,-3.965583893124007926e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.512000000000000099e+01,5.000000000000000000e+01
4.500000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.632817961389783079e+01,-4.632817961389532257e+01,-2.511536465582997056e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.530999999999999872e+01,5.000000000000000000e+01
4.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.592664489270609351e+01,-4.592664489270477191e+01,-1.321861297682877199e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.541000000000000014e+01,5.000000000000000000e+01
4.700000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.592664489270609351e+01,-4.592664489270609351e+01,-4.351597005397054399e-24,0.000000000000000000e+00,4.929999999999999716e+01,2.541000000000000014e+01,5.000000000000000000e+01
4.800000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.528418933879930819e+01,-4.528418933879719077e+01,-2.114978076279346334e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.557000000000000028e+01,5.000000000000000000e+01
4.900000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.464173378489252286e+01,-4.464173378489040545e+01,-2.114978076286308706e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.573000000000000043e+01,5.000000000000000000e+01
5.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.452127336853500594e+01,-4.452127336853460804e+01,-3.965583893093547040e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.576000000000000156e+01,5.000000000000000000e+01
5.100000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.335682267707896642e+01,-4.335682267707512949e+01,-3.833397763257606286e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.605000000000000071e+01,5.000000000000000000e+01
5.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.335682267707896642e+01,-4.335682267707896642e+01,-1.261963131557660448e-23,0.000000000000000000e+00,4.929999999999999716e+01,2.605000000000000071e+01,5.000000000000000000e+01
5.300000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.231283240198045803e+01,-4.231283240197701900e+01,-3.436839373953908712e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.630999999999999872e+01,5.000000000000000000e+01
5.400000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.203175809714623767e+01,-4.203175809714531397e+01,-9.253029083835312088e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.637999999999999901e+01,5.000000000000000000e+01
5.500000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.167037684807367270e+01,-4.167037684807248610e+01,-1.189675167910175675e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.646999999999999886e+01,5.000000000000000000e+01
5.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.074684698933268123e+01,-4.074684698932964011e+01,-3.040280984655479971e-12,0.000000000000000000e+00,4.929999999999999716e+01,2.669999999999999929e+01,5.000000000000000000e+01
5.700000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,9.050592615661761897e+01,-4.050592615661682316e+01,-7.931167786147929219e-13,0.000000000000000000e+00,4.929999999999999716e+01,2.676000000000000156e+01,5.000000000000000000e+01
