t,MAN,MV,MVp,MVi,MVd,MVFF,SP,PV,DV
3.560000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.800450350272208411e+01,4.699549649727819656e+01,-2.859769143488883609e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.094094080839305150e+01,5.000000000000000000e+01
3.570000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.791810385287124774e+01,4.708189614712903648e+01,-2.844295829059851339e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.095705028306639406e+01,5.000000000000000000e+01
3.580000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.783217168444343770e+01,4.716782831555684652e+01,-2.828906235884664956e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.097307259442185057e+01,5.000000000000000000e+01
3.590000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.774670446804325152e+01,4.725329553195703625e+01,-2.813599910972886453e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.098900821407281114e+01,5.000000000000000000e+01
3.600000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.766169968796101131e+01,4.733830031203926580e+01,-2.798376403787153012e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.100485761108095062e+01,5.000000000000000000e+01
3.610000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.757715484209856882e+01,4.742284515790171184e+01,-2.783235266233196719e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.102062125196991360e+01,5.000000000000000000e+01
3.620000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.749306744189628660e+01,4.750693255810399052e+01,-2.768176052619912803e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.103629960073919847e+01,5.000000000000000000e+01
3.630000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.740943501225899226e+01,4.759056498774128130e+01,-2.753198319694300240e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.105189311887774295e+01,5.000000000000000000e+01
3.640000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.732625509148349607e+01,4.767374490851678104e+01,-2.738301626589055138e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.106740226537748129e+01,5.000000000000000000e+01
3.650000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.724352523118628255e+01,4.775647476881398745e+01,-2.723485534817579076e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.108282749674691559e+01,5.000000000000000000e+01
3.660000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.716124299623112393e+01,4.783875700376914608e+01,-2.708749608276474178e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.109816926702451667e+01,5.000000000000000000e+01
3.670000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.707940596465757821e+01,4.792059403534268824e+01,-2.694093413215600224e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.111342802779208228e+01,5.000000000000000000e+01
3.680000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.699801172760974310e+01,4.800198827239052690e+01,-2.679516518230582866e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.112860422818803841e+01,5.000000000000000000e+01
3.690000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.691705788926531184e+01,4.808294211073496172e+01,-2.665018494252837891e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.114369831492071228e+01,5.000000000000000000e+01
3.700000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.683654206676475340e+01,4.816345793323551305e+01,-2.650598914544574504e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.115871073228136368e+01,5.000000000000000000e+01
3.710000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.675646189014181076e+01,4.824353810985845570e+01,-2.636257354656375567e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.117364192215737262e+01,5.000000000000000000e+01
3.720000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.667681500225315716e+01,4.832318499774710574e+01,-2.621993392454647438e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.118849232404521388e+01,5.000000000000000000e+01
3.730000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.659759905870918217e+01,4.840240094129108428e+01,-2.607806608084184284e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.120326237506336042e+01,5.000000000000000000e+01
3.740000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.651881172780515072e+01,4.848118827219511218e+01,-2.593696583955696768e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.121795250996517268e+01,5.000000000000000000e+01
3.750000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.644045069045247587e+01,4.855954930954777637e+01,-2.579662904743310404e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.123256316115171671e+01,5.000000000000000000e+01
3.760000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.636251364011031484e+01,4.863748635988994096e+01,-2.565705157372091716e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.124709475868444031e+01,5.000000000000000000e+01
3.770000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.628499828271796446e+01,4.871500171728229134e+01,-2.551822930993091456e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.126154773029792011e+01,5.000000000000000000e+01
3.780000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.620790233662686930e+01,4.879209766337338294e+01,-2.538015816995824503e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.127592250141232455e+01,5.000000000000000000e+01
3.790000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.613122353253412555e+01,4.886877646746613379e+01,-2.524283408958356812e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.129021949514607570e+01,5.000000000000000000e+01
3.800000000000000000e+02,1.000000000000000000e+00,6.499999999999998579e+01,1.605495961341496169e+01,4.894504038658528344e+01,-2.510625302682243995e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.130443913232817010e+01,5.000000000000000000e+01
3.810000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.597910833445698842e+01,4.902089166554326027e+01,-2.497041096132638982e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.131858183151067010e+01,5.000000000000000000e+01
3.820000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.590366746299359413e+01,4.909633253700665279e+01,-2.483530389468239455e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.133264800898098201e+01,5.000000000000000000e+01
3.830000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.582863477843843114e+01,4.917136522156182110e+01,-2.470092785003852672e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.134663807877410591e+01,5.000000000000000000e+01
3.840000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.575400807222007771e+01,4.924599192778017454e+01,-2.456727887205405831e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.136055245268481428e+01,5.000000000000000000e+01
